Id,Decision Date,Employer,"City, State",Case Status,Job Title,Wage Offer
A-16221-40044,2016-11-15,"Trinity Industries, Inc.","Dallas, TX",Certified,"Accountants and Auditors, Level III","79,492.08/Year"
A-16215-38357,2016-11-15,Ems-chemie (north America) Inc.,"SUMTER, SC",Certified,"MARKET RESEARCH ANALYSTS AND MARKETING SPE, Level IV","80,000.00/Year"
A-16029-67154,2016-11-15,"Conntek Integrated Solutions, Inc.","Cudahy, WI",Denied,"Electrical Engineer, Level II","73,000.00/Year"
A-16235-45099,2016-11-15,"Muy Hamburger Partners, Llc","Rochester, NY",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",9.75/Hour
A-16201-33762,2016-11-15,Hope College,"Holland, MI",Certified,"Foreign Language and Literature Teachers, Postsecondary, Level I","55,000.00/Year"
A-16231-44007,2016-11-15,"Headway Technologies, Inc.","Milpitas, CA",Certified,Materials Engineer,"106,657.00/Year"
A-16211-37387,2016-11-14,State University Of New York College At Oneonta,"ONEONTA, NY",Certified,Business Teachers - Post Secondary,"90,000.00/Year"
A-16210-37091,2016-11-14,"Cienet Technologies, Inc","Santa Clara, CA",Certified,"Computer and Information Systems Managers, Level IV","213,803.00/Year"
A-16203-34838,2016-11-14,Ecolab Inc.,"Elk Grove Village, IL",Certified,"Accountants and Auditors, Level IV","88,462.00/Year"
A-16216-38897,2016-11-14,Ay Tech Llc,"Newark, DE",Certified,"Biomedical Engineers, Level II","75,500.00/Year"
A-16208-36066,2016-11-10,Intelligent Epitaxy Technology Inc.,"Richardson, TX",Certified,"Accountants and Auditors, Level I","53,000.00/Year"
A-16197-33235,2016-11-09,Velocify Inc.,"El Segundo, CA",Certified,"Software Developers, Applications, Level II","87,975.00/Year"
A-16172-23966,2016-11-09,Apple Inc.,"Cupertino, CA",Certified,"Electronics Engineers, Except Computer, Level IV","173,000.00/Year"
A-16117-02252,2016-11-08,Ericsson Inc.,"Plano, TX",Certified,"Computer Systems Analysts, Level II","121,800.00/Year"
A-16231-43624,2016-11-08,"Mckinsey & Company, Inc United States","New York, NY",Certified,"Statisticians, Level II","118,000.00/Year"
A-16238-46314,2016-11-08,"Mcginnis Chen Associates, Inc","SAN FRANCISCO, CA",Denied,"ARCHITECTURAL DRAFTER, Level I","49,400.00/Year"
A-16229-42769,2016-11-08,"Defender Services, Inc.","Hendersonville, NC",Certified,"Packers and Packagers, Level I",8.20/Hour
A-16222-40517,2016-11-08,"Defender Services, Inc.","Gastonia, NC",Certified,"Packers and Packagers, Level I",8.20/Hour
A-16233-44560,2016-11-07,Carnival Corporation,"Miami, FL",Certified,"Web Developers, Level IV","80,000.00/Year"
A-16236-45206,2016-11-04,D2 Nova Corp,"Santa Barbara, CA",Certified,"Software Developers, Applications, Level II","90,000.00/Year"
A-15280-25945,2016-11-04,Gm Veterinary Corp.,"Tracy, CA",Denied,"Veterinarians, Level I","82,368.00/Year"
A-16214-37694,2016-11-04,Jp Morgan Chase & Co,"New York, NY",Certified,"Statisticians, Level I","115,000.00/Year"
A-16209-36474,2016-11-03,Callisonrtkl Inc.,"Los Angeles, CA",Certified,"Architects, Except Landscape and Naval, Level I","57,574.00/Year"
A-16061-78776,2016-11-03,Americana Pacific Law Group,"San Diego, CA",Certified,"Market Research Analysts, Level I","37,000.00/Year"
A-16078-86396,2016-11-02,Muy Pizza Tejas Llc,"New Braunfel, TX",Certified,"COOKS, FAST FOOD, Level I","16,765.00/Year"
A-16028-66675,2016-11-02,"U.s. Technical Consultants, Inc.","Fullerton, CA",Certified,"Sr. Stress Engineer, Level II","93,912.00/Year"
A-16211-37446,2016-11-02,Apple Inc.,"Cupertino, CA",Certified,"Logisticians, Level II","110,000.00/Year"
A-16243-48040,2016-11-02,Fertility Institute Of Hawaii,"Honolulu, HI",Certified,"Medical and Clinical Laboratory Technologists, Level IV","73,382.00/Year"
A-16200-33538,2016-11-02,"Azimuth Industrial Company, Inc.","Union City, CA",Certified,"Materials Engineers, Level II","93,288.00/Year"
A-16228-42236,2016-11-02,Microsoft Corporation,"Mountain View, CA",Certified,"Software Developers, Applications, Level II","120,420.00/Year"
A-16227-42144,2016-11-02,"Farmer's Business Network, Inc.","San Carlos, CA",Certified,"Software Developers, Applications, Level II","110,000.00/Year"
A-16225-42077,2016-11-02,Avery Dennison Corporation,"Mentor, OH",Certified,"Materials Engineers, Level II","85,068.00/Year"
A-15306-34952,2016-11-02,"Defender Services, Inc.","Anderson, SC",Denied,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-16238-46605,2016-11-02,"Cellmic, Llc","Los Angeles, CA",Certified,"Software Developers, Systems Software, Level II","101,000.00/Year"
A-16225-42036,2016-11-02,"Facebook, Inc.","Menlo Park, CA",Certified,"Software Developers, Systems Software, Level II","135,774.54/Year"
A-16174-25031,2016-11-02,"Demand Media, Inc.","Santa Monica, CA",Certified,"Software Developers, Applications, Level II","115,000.00/Year"
A-16221-40014,2016-11-02,Meritek Electronics Corporation,"Baldwin Park, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","39,354.00/Year"
A-16194-31707,2016-11-01,Chroma Ate Inc,"Irvine, CA",Certified,"Electrical Engineers, Level II","95,243.00/Year"
A-16193-31464,2016-11-01,Cpc Ardor Collection Inc,"South El Monte, CA",Certified,"First Line Supervisor (Wholesaler, International Trade), Level III","65,936.00/Year"
A-16193-31252,2016-11-01,"Facebook, Inc.","Menlo Park, CA",Certified,"Software Developers, Applications, Level II","117,603.00/Year"
A-16034-68544,2016-11-01,"Teachers College, Columbia University","New York, NY",Denied,"Social Science Research Assistants, Level IV","43,000.00/Year"
A-16133-09160,2016-11-01,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level II","126,500.00/Year"
A-16172-23949,2016-10-31,Apple Inc.,"Cupertino, CA",Certified,"Materials Engineers, Level IV","181,000.00/Year"
A-16092-92073,2016-10-31,"Amazon Web Services, Inc.","Seattle, WA",Certified,Computer and Information Systems Managers,"106,182.00/Year"
A-16197-33125,2016-10-31,"Wctu, Inc.","LOS ANGELES, CA",Certified,"GRAPHIC DESIGNERS, Level I","33,904.00/Year"
A-16235-45144,2016-10-28,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified,"Mechanical Engineer, Level I","80,038.00/Year"
A-16235-44758,2016-10-28,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level I","98,342.00/Year"
A-16230-43503,2016-10-28,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications","99,939.00/Year"
A-16071-83605,2016-10-28,National Recycling Corporation,"Oakland, CA",Denied,"Computer Systems Analysts, Level I","60,029.00/Year"
A-16099-94793,2016-10-28,"Suncore Photovoltaics, Inc.","Albuquerque, NM",Withdrawn,"Civil Engineers, Level II","70,200.00/Year"
A-16182-28307,2016-10-28,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications","99,939.00/Year"
A-14069-50897,2016-10-27,Duke University And Medical Center,"Durham, NC",Certified,"Management Analysts, Level IV","105,102.00/Year"
A-16238-46647,2016-10-27,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified,"Instrument Engineer, Level I","77,875.00/Year"
A-16053-75534,2016-10-27,Mlp Restaurant Inc,"Pikeville, KY",Certified,"Cooks, Restaurant, Level III","18,637.00/Year"
A-16231-44072,2016-10-27,Nvidia Corporation,"Santa Clara, CA",Certified,Marketing Managers,"141,924.00/Year"
A-16228-42379,2016-10-27,Tsmc North America,"San Diego, CA",Certified,"Materials Engineers, Level II","83,325.00/Year"
A-16133-08951,2016-10-27,Good Day Chiropractic & Rehab Pc,"Schaumburg, IL",Certified,"Health Diagnosing and Treating Practitioners, All Other, Level I","37,232.00/Year"
A-16064-80609,2016-10-27,Scientific Technology Electronics Products Inc.,"Chino, CA",Certified,"Purchasing Agent, Level I","38,189.00/Year"
A-16207-35586,2016-10-26,Intel Corporation,"Santa Clara, CA",Certified,"Software Developers, Systems Software","138,403.00/Year"
A-15323-41750,2016-10-26,"Fona International, Inc.","Geneva, IL",Denied,"Food Scientists & Technologists, Level IV","76,523.00/Year"
A-16167-21914,2016-10-25,Jeng Chi Foods Corp,"Richardson, TX",Certified,"Operations Research Analyst, Level II","74,152.00/Year"
A-16148-15659,2016-10-25,University Of Massachusetts Lowell,"Lowell, MA",Certified,"Health Specialties Teachers, Postsecondary","83,435.10/Year"
A-16246-49380,2016-10-25,Hilton Garden Inn New York Midtown / Park Avenue,"New York, NY",Withdrawn,"Accountants and Auditors, Level II","76,170.00/Year"
A-16197-33116,2016-10-25,Neutron Inc.,"STATE COLLEGE, PA",Certified,"Training and Development Specialists, Level II","48,000.00/Year"
A-16202-34583,2016-10-24,"Western Digital Technologies, Inc.","Milpitas, CA",Certified,"Electronics Engineers, Except Computer, Level IV","163,728.00/Year"
A-15352-52707,2016-10-24,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level II","105,000.00/Year"
A-14335-29743,2016-10-24,"Omnivision Technologies, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer, Level I","87,422.00/Year"
A-16169-22945,2016-10-24,University Of Central Florida,"Orlando, FL",Certified,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary, Level I","58,650.00/Year"
A-16223-41155,2016-10-24,Lg Chem Power Inc,"Troy, MI",Certified,"Electronics Engineers, Except Computer, Level II","73,278.00/Year"
A-16195-32489,2016-10-21,Muy Pizza Tejas Llc,"Boerne, TX",Certified,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FO, Level I","16,848.00/Year"
A-16062-79416,2016-10-21,"Muy Hamburger Partners, Llc","SAGINAW, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.08/Hour
A-16232-44462,2016-10-21,"Oliver Wyman, Inc","New York, NY",Certified,"Management Analysts, Level IV","170,000.00/Year"
A-16210-36713,2016-10-20,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level III","160,000.00/Year"
A-16258-52604,2016-10-20,Ebs Healthcare,"West Chester, PA",Withdrawn,"Occupational Therapists, Level III","76,586.00/Year"
A-16239-46864,2016-10-19,Vsquare Infotech Inc,"ISELIN, NJ",Certified,"Software Developers, Applications, Level II","83,741.00/Year"
A-16204-35281,2016-10-19,Case Farms Processing Inc.,"Morganton, NC",Certified,"Butchers and Meat Cutters, Level I",9.60/Hour
A-16081-86931,2016-10-19,"Netapp, Inc.","Cranberry Township, PA",Certified,"Software Developers, Systems Software, Level II","80,000.00/Year"
A-16236-45287,2016-10-19,Silicon Laboratories Inc.,"Austin, TX",Certified,"Electronics Engineers, Except Computer, Level III","102,996.00/Year"
A-16217-39434,2016-10-19,"Skyworks Solutions, Inc.","Newbury Park, CA",Certified,"Sales Engineers, Level IV","119,246.00/Year"
A-16292-62984,2016-10-19,"Yang & Wang, P.c.","City of Industry, CA",Withdrawn,"INTERNATIONAL BUSINESS AND CORPORATE ATTORNEY, Level IV","213,970.00/Year"
A-16190-30871,2016-10-18,"Selldorf Architects, Llc","New York, NY",Certified,"Architects, Level I","57,096.00/Year"
A-16180-27204,2016-10-17,Maitreya's Concern Mission,"Baldwin Park, CA",Certified,"Acupuncturist, Level II","54,246.00/Year"
A-16152-16315,2016-10-17,Intel Corporation,"Santa Clara, CA",Certified,"Software Developers, Systems Software","138,403.00/Year"
A-16197-33110,2016-10-17,Htc America Innovation,"Seattle, WA",Certified,"Multimedia Artists and Animators, Level III","81,620.00/Year"
A-16168-22452,2016-10-17,"Mufg Union Bank, N.a.","JERSEY CITY, NJ",Certified,"Software Developers, Applications, Level IV","130,666.00/Year"
A-16194-31640,2016-10-17,"Leapers, Inc.","Livonia, MI",Certified,"Electrical Engineers, Level II","82,070.00/Year"
A-16049-74335,2016-10-17,Ahi Ahi Sushi Bar & Grill Lp,"FOOTHILL RANCH, CA",Certified,"KITCHEN HELPER, Level IV","26,000.00/Year"
A-16166-21581,2016-10-17,Atalanta Corporation,"Elizabeth, NJ",Certified,"Food Scientists and Technologists, Level II","70,000.00/Year"
A-16197-33263,2016-10-14,"Townsteel, Inc.","City of Industry, CA",Certified,"Mechanical Engineer, Level II","81,432.00/Year"
A-16190-30711,2016-10-14,Frog Design,"New York, NY",Certified,"Multimedia Artists and Animators, Level II","80,232.00/Year"
A-16174-24892,2016-10-14,Pharmerit North America Llc,"Bethesda, MD",Certified,"Epidemiologists, Level II","90,000.00/Year"
A-16165-20850,2016-10-14,Globalfoundries U.s. Inc.,"Malta, NY",Certified,Industrial Engineers,"92,340.00/Year"
A-16195-32508,2016-10-13,Muy Pizza Tejas Llc,"Kerrville, TX",Certified,"COOKS, FAST FOOD, Level I","16,744.00/Year"
A-16193-31161,2016-10-13,"Hermes Microvision, Inc.","San Jose, CA",Certified,"Mechanical Engineers, Level II","93,995.00/Year"
A-16190-30821,2016-10-13,"World Journal La, Llc","Monterey Park, CA",Certified,"Reporters and Correspondents, Level II","37,294.00/Year"
A-16188-29612,2016-10-13,Acme Furniture Industry Inc.,"CITY OF INDUSTRY, CA",Certified,"MARKET RESEARCH ANALYST, Level I","39,354.00/Year"
A-16165-21167,2016-10-12,Rush University Medical Center,"Chicago, IL",Certified,"Mathematical Science Teachers, Postsecondary, Level I","86,694.00/Year"
A-16153-16556,2016-10-12,Us Army Defense Language Institute Foreign La,"Monterey, CA",Certified,"Foreign Language and Literature Teacher, Postsecondary, Level I","55,400.00/Year"
A-16071-83502,2016-10-12,Ms Technologies Corporation,"Rockville, MD",Certified,"Computer Network Support Specialists, Level II","53,893.00/Year"
A-16274-57917,2016-10-12,Texas Instruments Incorporated,"Dallas, TX",Withdrawn,"Electronics Engineers, Except Computer, Level III","105,704.64/Year"
A-16189-30232,2016-10-12,"Muy Hamburger Partners, Llc","WACO, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.09/Hour
A-16188-29889,2016-10-12,"Muy Hamburger Partners, Llc","DALLAS, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.11/Hour
A-16188-29862,2016-10-12,"Storm8, Inc.","Redwood City, CA",Certified,"Art Directors, Level I","90,000.00/Year"
A-16186-28967,2016-10-12,"Muy Hamburger Partners, Llc","DAYTON, OH",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.63/Hour
A-16185-28915,2016-10-12,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Electronic Engineers, except Computer, Level II","115,000.00/Year"
A-16184-28903,2016-10-12,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Electronics Engineers, except Computer, Level II","108,992.00/Year"
A-15345-49743,2016-10-11,"First Cable Line, Inc.","Arcadia, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","39,354.00/Year"
A-16178-26052,2016-10-11,Intel Corporation,"Chandler, AZ",Certified,"Software Developers, Systems Software, Level IV","113,838.00/Year"
A-16210-36899,2016-10-11,New York & Company,"New York, NY",Certified,"Computer Systems Analysts, Level IV","120,224.00/Year"
A-16140-12039,2016-10-11,"Hauptman Ham, Llp","Alexandria, VA",Certified,"Paralegals and Legal Assistants, Level IV","82,368.00/Year"
A-16230-43148,2016-10-11,Garden Of Hope Inc.,"Flushing, NY",Withdrawn,"Child Family and Scholl Social Worker, Level II","48,235.00/Year"
A-16167-21960,2016-10-07,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level III","138,403.00/Year"
A-16165-21296,2016-10-07,Nvidia Corporation,"Santa Clara, CA",Certified,"Software Developers, Systems Software, Level IV","157,477.00/Year"
A-16032-67438,2016-10-07,"W.w. Grainger, Inc.","Lake Forest, IL",Certified,"Infrastructure Software Administrator, Level II","83,300.00/Year"
A-16173-24400,2016-10-07,Peregrine Semiconductor Corporation,"San Diego, CA",Certified,"Electronics Engineers, Except Computer, Level II","96,970.00/Year"
A-16203-34914,2016-10-06,"Parasol Co, Inc.","Santa Ana, CA",Certified,"Software Developers, Applications, Level II","86,674.00/Year"
A-16195-31978,2016-10-06,Jinkosolar (u.s.) Inc.,"San Francisco, CA",Certified,"Accountants and Auditors, Level II","72,571.00/Year"
A-16193-31136,2016-10-06,Lyft Inc,"SAN FRANCISCO, CA",Certified,"Software Developers, Applications, Level II","130,000.00/Year"
A-16188-29774,2016-10-06,Practicehwy.com,"Farmers Branch, TX",Certified,"Software Developers, Applications, Level II","81,952.00/Year"
A-16188-29429,2016-10-06,"K&l; Brothers, Inc. T/a Peking Pavillion","Manalapan, NJ",Certified,"Chefs and Head Cooks, Level III","49,691.00/Year"
A-16159-18853,2016-10-06,Pricewaterhousecoopers Advisory Services Llc,"Atlanta, GA",Certified,"Management Analysts, Level II","140,000.00/Year"
A-16210-36918,2016-10-05,Gmp Global Marketing Inc,"WALNUT, CA",Certified,"DIRECTOR OF OPERATIONS, Level IV","98,675.00/Year"
A-16144-13527,2016-10-05,"Novo Engineering, Inc.","VISTA, CA",Certified,"Software Developers, Systems Software, Level II","99,861.00/Year"
A-16207-35762,2016-10-05,Nellson Nutraceutical Llc,"Anaheim, CA",Certified,"Food Scientists and Technologist, Level III","62,608.00/Year"
A-16013-60672,2016-10-05,"Mercer Capital Management, Inc.","Dallas, TX",Denied,"Accountants and Auditors, Level I","52,000.00/Year"
A-16176-25924,2016-10-04,"Nutanix, Inc.","San Jose, CA",Certified,"Software Developers, Systems Software, Level II","119,350.00/Year"
A-16173-24183,2016-10-04,Nvidia Corporation,"Santa Clara, CA",Certified,"Accountants and Auditors, Level IV","140,000.00/Year"
A-16266-55191,2016-10-03,Sharp Electronics Corporation D/b/a Sharp Microelectronics Of Th,"CAMAS, WA",Denied,"MARKETING MANAGER, Level IV","133,515.00/Year"
A-16166-21798,2016-10-03,Intel Corporation,"San Jose, CA",Certified,"Electronics Engineers, Except Computer","112,179.00/Year"
A-16144-13619,2016-10-03,Ily Enterprise Inc.,"City of Industry, CA",Certified,"Network and Computer Systems Administrators, Level II","68,078.00/Year"
A-16203-34823,2016-10-03,Hello Inc.,"San Francisco, CA",Certified,"Hardware Engineer, Level II","135,000.00/Year"
A-16027-65853,2016-10-03,Bay Area Montessori Materials Inc.,"Santa Clara, CA",Withdrawn,"Kindergarten Teachers, Except Special Education, Level II","55,530.00/Year"
A-16124-05210,2016-10-03,Bay Area Montessori Materials Inc.,"Santa Clara, CA",Withdrawn,"Kindergarten Teachers, Except Special Education, Level II","55,530.00/Year"
